customer_id,age,gender,region,plan,tenure_months,monthly_data_gb,call_minutes,sms_count,download_speed_mbps,latency_ms,dropped_calls_pct,monthly_bill_inr,support_calls,satisfaction_score,churn,total_contact_activity,network_stress_index,bill_per_tenure_month,high_support_flag
CUST10066,55,Female,East,Standard,37,5.8,693.2,30.0,18.24,38.8,2.36,580.08,0,2.7,No,6.932,2.1271929824561404,15.265263157894738,0
CUST10067,53,Female,West,Standard,53,14.52,575.7,19.0,66.53,79.1,4.72,756.75,2,2.9,Yes,7.757000000000001,1.1889373215090935,14.01388888888889,1
CUST10068,21,Female,North,Basic,66,1.63,447.2,46.0,48.2,44.4,3.65,306.9,1,2.9,No,5.4719999999999995,0.921161825726141,4.580597014925373,0
CUST10069,20,Female,South,Basic,24,1.81,20.0,60.0,64.57,63.0,2.19,357.87,4,3.7,Yes,4.2,0.9756853027721853,14.3148,1
CUST10070,24,Female,South,Standard,31,11.22,253.0,48.0,52.15,55.25,4.23,790.66,2,3.3,Yes,4.529999999999999,1.059443911792905,24.708125,1
CUST10071,20,Male,South,Basic,14,6.95,553.8,20.0,54.88,61.2,1.99,541.07,0,4.0,No,5.537999999999999,1.1151603498542273,36.071333333333335,0
CUST10072,50,Female,West,Standard,47,7.87,648.3,42.0,53.45,56.5,3.91,629.36,1,3.3,Yes,7.483,1.0570626753975678,13.111666666666666,0
CUST10073,24,Male,South,Premium,29,2.82,629.7,26.0,58.46,55.2,1.31,947.8,3,5.0,Yes,9.297,0.9442353746151215,31.59333333333333,1
CUST10074,49,Male,West,Basic,25,6.59,143.4,10.0,82.16,54.1,3.98,440.88,1,3.1,No,2.434,0.6584712755598832,16.956923076923076,0
CUST10075,27,Male,West,Basic,51,24.59,484.3,39.0,62.57,45.8,2.35,644.51,3,3.3,No,7.843,0.7319801821959405,12.394423076923077,1
CUST10076,68,Male,South,Basic,30,11.42,612.8,27.0,24.29,47.8,1.67,440.41,0,3.0,Yes,6.127999999999999,1.9678880197612185,14.206774193548387,0
CUST10077,55,Female,West,Basic,34,7.47,131.5,151.0,54.7,78.7,2.56,417.59,2,2.9,No,3.315,1.4387568555758683,11.931142857142856,1
CUST10078,37,Female,East,Standard,32,5.03,428.6,68.0,65.12,53.3,3.11,764.36,0,2.2,No,4.2860000000000005,0.8184889434889434,23.162424242424244,0
CUST10079,40,Female,West,Standard,19,5.17,479.3,40.0,66.04,42.4,2.26,659.41,1,3.9,No,5.793,0.6420351302241065,32.9705,0
CUST10080,21,Female,South,Standard,10,1.68,375.9,29.0,41.6,46.7,3.41,698.8,0,2.8,No,3.759,1.122596153846154,63.527272727272724,0
CUST10081,20,Male,South,Standard,60,7.9,96.6,28.0,65.47,72.6,2.16,615.16,2,3.9,No,2.966,1.1089048419123262,10.084590163934426,1
CUST10082,45,Female,South,Standard,7,11.58,371.4,12.0,61.92,65.8,3.48,709.06,2,3.3,No,5.714,1.0626614987080103,88.6325,1
CUST10083,19,Female,North,Premium,24,2.4,371.1,7.0,86.59,64.0,3.29,872.12,0,3.3,No,3.7110000000000003,0.7391153712899873,34.8848,0
CUST10084,51,Male,South,Basic,49,4.35,403.3,13.0,36.75,50.9,2.73,367.05,1,3.5,No,5.033,1.3850340136054422,7.341,0
CUST10085,37,Female,West,Basic,10,3.15,328.6,24.0,40.39,64.2,2.31,464.06,2,3.6,No,5.286,1.5895023520673435,42.18727272727273,1
CUST10086,25,Female,East,Basic,48,3.57,350.3,6.0,43.41,44.7,2.97,417.68,0,2.9,No,3.503,1.0297166551485835,8.524081632653061,0
CUST10087,45,Female,North,Standard,53,6.92,422.9,17.0,40.65,50.8,3.41,672.97,3,2.8,No,7.229,1.2496924969249692,12.462407407407408,1
CUST10088,46,Female,South,Standard,48,1.72,509.6,21.0,34.65,70.5,5.07,618.14,3,1.0,No,8.096,2.034632034632035,12.615102040816327,1
CUST10089,56,Female,North,Basic,22,9.97,375.2,21.0,6.56,69.0,3.83,446.68,2,1.3,No,5.752,10.51829268292683,19.42086956521739,1
CUST10090,28,Female,North,Standard,2,10.91,356.3,15.0,41.48,39.3,3.87,731.02,2,2.7,No,5.563000000000001,0.9474445515911283,243.67333333333332,1
CUST10091,46,Male,South,Basic,64,5.68,446.6,19.0,53.54,41.3,6.2,487.14,0,2.5,Yes,4.466,0.7713858797161001,7.494461538461538,0
CUST10092,61,Female,South,Standard,24,1.33,84.2,82.0,40.6,56.7,3.37,512.6,2,2.4,Yes,2.842,1.396551724137931,20.504,1
CUST10093,32,Male,South,Standard,58,3.5,515.9,39.0,77.03,82.6,3.33,624.25,1,2.9,No,6.159,1.0723094898091652,10.580508474576272,0
CUST10094,61,Male,East,Standard,15,14.9,429.9,17.0,48.2,24.4,3.57,747.15,0,2.9,No,4.2989999999999995,0.5062240663900415,46.696875,0
CUST10095,55,Female,North,Basic,12,1.1,437.1,23.0,67.37,59.5,1.69,400.16,2,4.0,No,6.371,0.8831824254119044,30.781538461538464,1
CUST10096,40,Male,South,Standard,57,5.33,602.9,24.0,51.92,33.0,2.31,703.17,2,4.2,No,8.029,0.635593220338983,12.123620689655171,1
CUST10097,63,Female,East,Standard,68,3.1,78.5,14.0,60.4,44.9,2.24,682.31,2,4.1,No,2.785,0.7433774834437086,9.88855072463768,1
CUST10098,68,Male,East,Basic,62,11.28,74.7,14.0,52.19,49.2,3.51,449.91,1,3.2,No,1.7469999999999999,0.9427093312895192,7.1414285714285715,0
CUST10099,30,Male,West,Basic,55,4.31,479.3,50.0,68.53,48.3,2.61,395.88,1,3.0,No,5.793,0.7048008171603677,7.069285714285714,0
CUST10100,68,Male,East,Premium,18,8.69,428.7,18.0,48.84,46.5,2.95,987.64,3,3.1,Yes,7.287,0.952088452088452,51.98105263157895,1
CUST10101,18,Male,South,Premium,66,9.66,460.6,11.0,55.44,55.1,4.0,1070.14,2,2.8,No,6.606,0.9938672438672439,15.97223880597015,1
CUST10102,24,Female,West,Standard,49,22.06,346.8,24.0,53.49,46.4,3.75,741.1,2,3.0,Yes,5.468,0.8674518601607777,14.822000000000001,1
CUST10103,20,Male,West,Basic,13,5.86,549.6,27.0,43.68,31.6,2.62,430.71,2,3.7,No,7.496,0.7234432234432234,30.764999999999997,1
CUST10104,37,Female,East,Premium,10,8.54,597.9,6.0,54.07,67.5,2.06,1010.32,2,4.2,Yes,7.979,1.2483817273904199,91.84727272727274,1
CUST10105,66,Female,West,Standard,63,2.55,517.1,24.0,81.52,67.0,4.05,750.12,1,3.7,No,6.171,0.8218842001962708,11.720625,0
CUST10106,49,Male,West,Standard,20,6.51,383.1,45.0,43.94,68.5,3.65,719.42,2,2.1,No,5.831,1.5589440145653164,34.25809523809524,1
CUST10107,50,Female,West,Standard,56,4.08,50.6,34.0,54.29,30.3,1.03,726.21,1,4.8,No,1.506,0.558113833118438,12.740526315789474,0
CUST10108,22,Male,North,Basic,10,4.64,568.5,117.0,66.87,59.8,2.46,494.6,1,4.0,Yes,6.685,0.8942724689696425,44.96363636363637,0
CUST10109,44,Male,East,Basic,21,6.59,649.9,59.0,65.1,65.8,2.98,435.03,6,2.9,Yes,12.498999999999999,1.010752688172043,19.77409090909091,1
CUST10110,37,Female,South,Premium,21,2.42,546.0,68.0,48.18,38.5,3.66,951.93,3,3.8,No,8.46,0.7990867579908676,43.26954545454545,1
CUST10111,42,Female,East,Standard,21,7.76,271.7,174.0,12.25,55.1,3.8,677.46,2,2.2,No,4.7170000000000005,4.497959183673469,30.793636363636367,1
CUST10112,31,Female,East,Basic,49,12.54,551.3,42.0,55.75,53.1,3.11,460.17,2,2.6,No,7.513,0.9524663677130045,9.2034,1
CUST10113,28,Male,West,Basic,66,8.09,584.9,27.0,14.71,84.5,3.44,494.52,0,2.2,No,5.849,5.744391570360299,7.38089552238806,0
CUST10114,67,Male,West,Standard,66,2.38,710.6,49.0,70.05,85.8,2.87,675.99,1,3.2,No,8.106,1.2248394004282654,10.089402985074628,0
CUST10115,47,Female,South,Basic,54,6.17,272.3,17.0,50.54,28.4,2.06,448.96,5,4.0,No,7.723000000000001,0.5619311436485952,8.162909090909091,1
CUST10116,39,Female,East,Premium,15,10.83,389.2,26.0,63.0,94.9,2.51,952.09,1,2.9,Yes,4.8919999999999995,1.5063492063492065,59.505625,0
CUST10117,21,Female,East,Standard,70,1.97,564.5,16.0,34.47,40.4,2.82,607.61,0,2.9,Yes,5.645,1.172033652451407,8.557887323943662,0
CUST10118,57,Male,South,Standard,40,3.32,440.3,32.0,24.71,70.7,2.76,786.81,3,2.9,No,7.4030000000000005,2.861189801699717,19.190487804878046,1
CUST10119,42,Female,North,Standard,40,11.82,228.9,16.0,51.91,70.5,0.73,710.14,1,3.8,Yes,3.289,1.3581198227701792,17.32048780487805,0
CUST10120,38,Male,North,Standard,51,7.97,504.6,15.0,47.5,39.1,2.36,654.21,1,3.8,No,6.046,0.8231578947368421,12.580961538461539,0
CUST10121,52,Male,West,Standard,56,8.74,534.2,33.0,40.63,62.9,2.86,780.15,2,3.2,Yes,7.3420000000000005,1.5481171548117154,13.686842105263157,1
CUST10122,24,Male,South,Standard,69,22.39,445.8,22.0,49.27,53.3,2.49,798.84,2,2.8,No,6.458,1.0817941952506596,11.412,1
CUST10123,45,Male,West,Basic,42,9.07,469.5,6.0,89.51,63.9,2.53,485.22,1,3.5,No,5.695,0.7138867165679812,11.284186046511628,0
CUST10124,62,Female,South,Standard,44,10.25,383.4,9.0,60.52,58.7,3.34,702.91,2,2.0,Yes,5.834,0.9699272967614012,15.620222222222221,1
CUST10125,42,Male,West,Basic,54,38.94,696.1,11.0,63.74,74.1,1.61,615.11,0,4.0,No,6.961,1.1625352996548477,11.183818181818182,0
CUST10126,18,Female,South,Standard,19,5.82,267.9,13.0,60.66,56.2,1.01,674.59,1,3.5,No,3.679,0.9264754368611936,33.7295,0
CUST10127,29,Male,West,Basic,23,3.98,324.3,33.0,70.19,52.3,2.42,346.83,1,3.9,No,4.243,0.7451203875195896,14.45125,0
CUST10128,20,Female,North,Basic,46,8.83,432.0,29.0,45.15,72.5,3.64,447.14,1,2.8,No,5.32,1.6057585825027687,9.513617021276595,0
CUST10129,44,Male,East,Basic,5,8.89,588.2,52.0,17.18,64.3,4.66,468.62,0,2.3,Yes,5.882000000000001,3.7427240977881255,78.10333333333334,0
CUST10130,36,Male,West,Standard,24,4.75,160.5,42.0,45.17,66.7,3.66,779.28,2,2.1,No,3.605,1.47664379012619,31.1712,1
CUST10131,24,Male,West,Basic,52,3.42,194.1,52.0,60.18,44.4,1.18,424.25,1,4.2,No,2.941,0.7377866400797607,8.004716981132075,0
CUST10132,53,Female,West,Premium,71,30.01,63.2,38.0,33.45,38.3,2.54,1000.68,0,4.3,No,0.632,1.1449925261584453,13.898333333333333,0
CUST10133,27,Male,North,Standard,38,8.27,435.9,28.0,45.35,45.9,3.08,693.45,1,4.3,No,5.359,1.0121278941565601,17.78076923076923,0
CUST10134,35,Female,South,Basic,29,4.15,228.7,53.0,37.62,45.1,3.0,574.57,3,3.8,No,5.287,1.1988304093567252,19.152333333333335,1
CUST10135,69,Female,North,Standard,32,12.13,360.8,47.0,70.53,67.6,3.39,769.43,1,3.5,Yes,4.6080000000000005,0.9584573940167304,23.316060606060603,0
CUST10136,21,Male,North,Basic,50,6.23,549.0,32.0,59.24,70.6,1.79,391.78,2,3.0,No,7.49,1.1917623227548952,7.681960784313725,1
CUST10137,30,Female,East,Premium,40,5.67,314.5,60.0,57.77,52.5,2.87,1015.53,0,3.9,No,3.145,0.9087761814090358,24.769024390243903,0
CUST10138,34,Male,East,Standard,2,9.64,471.6,5.0,57.32,77.9,3.26,666.03,3,2.8,Yes,7.716,1.3590369853454292,222.01,1
CUST10139,44,Male,West,Standard,39,2.89,376.1,20.0,47.44,76.9,3.71,591.88,1,2.9,No,4.761,1.6209949409780777,14.797,0
CUST10140,30,Male,West,Basic,29,8.41,551.0,20.0,50.96,58.9,1.91,430.3,3,3.2,Yes,8.51,1.1558084772370487,14.343333333333334,1
CUST10141,68,Female,East,Standard,51,23.18,515.5,55.0,30.22,41.8,2.42,793.11,2,3.2,Yes,7.155,1.3831899404367969,15.252115384615385,1
CUST10142,18,Female,West,Standard,64,9.05,305.5,74.0,15.2,80.2,0.1,600.33,2,3.3,No,5.055,5.276315789473685,9.235846153846154,1
CUST10143,67,Male,North,Premium,70,5.24,399.6,9.0,50.25,54.0,2.12,917.24,0,3.7,No,3.9960000000000004,1.0746268656716418,12.91887323943662,0
CUST10144,45,Male,North,Standard,44,4.81,617.9,66.0,52.86,57.0,2.22,678.43,1,3.8,No,7.178999999999999,1.0783200908059023,15.07622222222222,0
CUST10145,19,Female,East,Standard,27,5.12,500.8,11.0,66.14,49.6,1.68,657.27,1,3.8,No,6.008,0.7499244027819776,23.47392857142857,0
CUST10146,24,Male,West,Basic,32,5.67,178.5,11.0,71.57,40.8,2.98,454.73,0,3.2,No,1.785,0.5700712589073634,13.779696969696971,0
CUST10147,23,Female,North,Basic,13,5.23,548.0,21.0,71.55,31.5,2.74,363.57,0,5.0,No,5.48,0.44025157232704404,25.969285714285714,0
CUST10148,32,Female,South,Standard,68,12.13,234.8,20.0,33.03,65.1,0.31,761.06,0,5.0,Yes,2.3480000000000003,1.9709355131698454,11.029855072463768,0
CUST10149,35,Male,East,Standard,62,2.17,684.3,8.0,42.72,42.5,3.04,596.91,0,3.6,No,6.843,0.9948501872659177,9.474761904761904,0
CUST10150,51,Female,North,Basic,62,11.71,614.3,39.0,55.21,104.0,1.78,559.61,2,2.2,No,8.143,1.883716717985872,8.882698412698414,1
CUST10151,34,Male,South,Premium,24,5.22,482.2,39.0,85.98,37.6,3.33,885.95,3,3.7,Yes,7.822,0.43731100255873456,35.438,1
CUST10152,55,Female,West,Premium,24,8.54,458.3,51.0,70.2,34.9,1.39,940.15,1,4.8,Yes,5.583,0.4971509971509971,37.606,0
CUST10153,33,Male,East,Basic,62,3.21,392.4,18.0,64.79,63.2,2.83,441.22,3,4.2,No,6.9239999999999995,0.9754591757987343,7.003492063492064,1
CUST10154,31,Female,North,Standard,40,15.86,552.1,24.0,42.18,79.5,2.49,835.69,3,2.2,Yes,8.521,1.8847795163584637,20.38268292682927,1
CUST10155,32,Female,West,Basic,51,15.02,363.3,24.0,34.75,56.0,3.13,506.45,1,2.9,No,4.633,1.6115107913669064,9.739423076923076,0
CUST10156,35,Male,South,Standard,36,12.48,472.4,80.0,59.83,64.2,2.94,754.84,3,3.4,Yes,7.724,1.0730402807955877,20.40108108108108,1
CUST10157,61,Male,West,Basic,32,2.5,586.9,3.0,31.49,25.5,2.52,414.96,1,4.1,No,6.869,0.8097808828199429,12.574545454545454,0
CUST10158,30,Female,South,Standard,46,11.46,328.9,13.0,44.42,44.2,1.11,661.31,0,3.8,Yes,3.2889999999999997,0.995047276001801,14.070425531914893,0
CUST10159,32,Female,East,Standard,59,8.7,319.1,25.0,46.28,37.8,1.18,674.24,1,3.3,Yes,4.191000000000001,0.8167675021607606,11.237333333333334,0
CUST10160,67,Male,South,Standard,25,2.36,215.0,11.0,71.89,24.7,2.16,596.5,1,4.8,No,3.15,0.3435804701627486,22.942307692307693,0
CUST10161,51,Male,South,Basic,59,6.58,238.4,20.0,42.68,56.9,2.79,368.15,2,3.3,No,4.384,1.3331771321462043,6.135833333333333,1
CUST10162,27,Male,West,Premium,18,8.47,100.9,22.0,11.41,19.1,2.13,1021.92,3,3.5,No,4.009,1.6739702015775637,53.78526315789473,1
CUST10163,63,Female,North,Basic,30,9.6,561.4,15.0,55.57,33.8,3.49,394.83,2,3.8,No,7.614,0.6082418571171495,12.736451612903226,1
CUST10164,27,Female,North,Basic,66,7.5,755.6,26.0,37.51,46.4,2.49,461.58,0,3.1,No,7.556,1.2370034657424687,6.889253731343284,0
CUST10165,26,Male,South,Standard,69,8.08,686.6,38.0,48.64,41.7,1.74,625.88,2,3.5,No,8.866,0.8573190789473685,8.941142857142857,1
CUST10166,41,Male,East,Standard,67,17.42,137.3,21.0,46.7,61.3,2.49,769.82,1,3.8,No,2.373,1.3126338329764453,11.320882352941178,0
CUST10167,53,Male,West,Premium,23,14.83,560.5,18.0,43.89,59.9,3.05,1011.1,2,3.3,No,7.605,1.364775575301891,42.12916666666667,1
CUST10168,27,Male,West,Premium,61,1.04,686.0,22.0,59.86,69.3,3.16,1032.6,2,3.4,No,8.86,1.1577013030404277,16.654838709677417,1
CUST10169,57,Female,South,Basic,68,5.44,347.8,24.0,25.01,67.0,4.87,449.44,2,2.8,No,5.478,2.6789284286285486,6.513623188405797,1
CUST10170,26,Female,South,Premium,71,6.01,448.3,7.0,40.24,73.3,2.06,1053.03,3,2.5,No,7.4830000000000005,1.8215705765407553,14.625416666666666,1
CUST10171,58,Female,North,Basic,2,2.14,68.6,34.0,58.26,55.0,2.72,370.28,0,3.2,No,0.6859999999999999,0.9440439409543426,123.42666666666666,0
CUST10172,22,Male,East,Standard,54,7.11,478.0,18.0,38.79,59.9,3.27,694.75,1,3.0,No,5.78,1.5442124258829595,12.631818181818181,0
CUST10173,42,Male,West,Basic,72,15.05,238.6,59.0,23.87,63.2,2.77,435.34,1,2.4,No,3.386,2.647674905739422,5.963561643835616,0
